	start	stop	strand
b1135	1194297	1194951	-1
b1136	1195122	1196373	1
b1137	1196866	1197532	-1
b1138	1197532	1198237	-1
b1139	1198694	1199588	1
b1140	1199678	1200806	-1
b1141	1200786	1201032	-1
b1142	1201068	1201380	-1
b1143	1201496	1201838	1
b1144	1201775	1202084	-1
b1145	1202258	1202933	-1
b1146	1203023	1203224	1
b1147	1203267	1203825	1
b1148	1203821	1204160	1
b1149	1204169	1205537	1
b1150	1205548	1205731	1
b1151	1205730	1206204	1
b1153	1206912	1207497	1
b1154	1207500	1208130	1
b1155	1208131	1208545	1
b1156	1208516	1209119	-1
b1158	1209684	1210239	1
b1159	1210345	1211179	1
b1160	1211679	1212003	-1
b4738	1212259	1212304	-1
b4739	1212539	1212650	-1
b1161	1212702	1213107	-1
b1162	1213327	1214059	-1
b1163	1214263	1215475	-1
b1164	1215788	1216025	1
b1165	1216067	1216340	1
b1166	1216368	1216635	1
b1167	1216747	1216996	1
b1168	1217327	1218851	1
b4520	1218982	1219201	1
b1171	1222304	1222634	-1
b1172	1222643	1222988	-1
b4593	1222989	1223163	-1
b4594	1223263	1223449	1
b1174	1224278	1224545	-1
b1175	1224548	1225361	-1
b1176	1225384	1226080	-1
b1177	1226599	1226968	1
b1178	1227070	1227472	-1
b1179	1227680	1228007	1
b1180	1228078	1228738	1
b1181	1228814	1229276	1
b1182	1229482	1230394	-1
b1183	1230766	1231186	1
b1184	1231185	1232454	1
b1185	1232499	1233030	-1
b1186	1233175	1234717	-1
b1187	1234937	1235657	1
b1188	1235708	1237241	-1
b1189	1237570	1238869	1
b1190	1238878	1239949	1
b4740	1240259	1240463	1
b1191	1240334	1242071	-1
b1192	1242165	1243080	-1
b1193	1243179	1243791	1
b1194	1243792	1244527	-1
b1195	1244727	1244982	1
b1196	1245159	1245600	1
b1197	1245678	1247376	-1
b1198	1247695	1249114	-1
b1199	1249124	1249757	-1
b1200	1249767	1250838	-1
b1201	1251065	1252985	1
b1202	1253084	1255952	-1
b1203	1256720	1257812	-1
b1204	1257928	1258513	-1
b1205	1258790	1259069	1
b1206	1259123	1260803	-1
b1207	1260927	1261875	-1
b1208	1262025	1262877	-1
b1209	1262876	1263500	-1
b1210	1263713	1264970	1
b1211	1265011	1266094	1
b1212	1266093	1266927	1
b1213	1266923	1267316	1
b1214	1267319	1268129	1
b1215	1268164	1269019	1
b4419	1269167	1269275	-1
b4421	1269702	1269810	-1
b4423	1270237	1270345	-1
b1216	1270748	1271849	-1
b1217	1272118	1272349	1
b1218	1272506	1273202	1
b1219	1273245	1273599	-1
b1220	1273783	1275178	1
b1221	1275178	1275829	-1
b1222	1275821	1277618	-1
b1223	1277956	1279348	1
b1224	1279863	1283607	1
b1225	1283603	1285142	1
b1226	1285138	1285849	1
b1227	1285848	1286526	1
b1228	1286708	1286984	1
b1229	1287086	1287176	-1
b1232	1287781	1288624	-1
b1233	1288673	1289132	-1
b1234	1289244	1290150	1
b1235	1290241	1291255	1
b1236	1291456	1292365	1
b1237	1292508	1292922	-1
b1238	1293526	1294144	1
b1241	1295445	1298121	-1
b1242	1298597	1299245	1
b4711	1299530	1300547	1
b1243	1301181	1302813	1
b1244	1302898	1303819	1
b1245	1303833	1304742	1
b1246	1304753	1305767	1
b1247	1305763	1306768	1
b1248	1306820	1307150	-1
b1249	1307184	1308645	-1
b4595	1308787	1308961	1
b1250	1309015	1310269	-1
b1251	1310568	1310865	-1
b1252	1311088	1311808	1
b1253	1311847	1312246	-1
b1254	1312350	1312890	-1
b1255	1312919	1313663	-1
b1256	1314019	1314658	1
b1257	1314717	1315224	-1
b1258	1315269	1315770	-1
b1259	1315855	1316035	-1
b1260	1316415	1317222	-1
b1261	1317221	1318415	-1
b1262	1318426	1319788	-1
b1263	1319788	1321384	-1
b1264	1321383	1322946	-1
b1265	1323037	1323082	-1
b1266	1323219	1324101	1
b1267	1324097	1324718	1
b1268	1324745	1326641	1
b1269	1326851	1327727	1
b1270	1327766	1328357	-1
b1271	1328353	1329112	-1
b1272	1329331	1330381	1
b1273	1330416	1330668	-1
b1274	1331047	1333645	1
b1275	1333854	1334829	1
b4522	1335123	1335288	1
b4523	1335290	1335458	1
b4741	1335571	1335667	1
b1276	1335830	1338506	1
b1277	1338569	1339160	-1
b1278	1339329	1340094	1
b1279	1340242	1340551	1
b1280	1340557	1341727	1
b1281	1341920	1342658	1
b1282	1342657	1342984	1
b1283	1343109	1343328	-1
b1284	1343596	1344346	-1
b4596	1344435	1344609	-1
b1285	1344756	1346742	-1
b4672	1346795	1346900	1
b1286	1346977	1348912	-1
b1287	1348979	1350107	-1
b1288	1350250	1351039	-1
b1289	1351406	1351760	-1
b1290	1351827	1352634	-1
b1291	1352635	1353628	-1
b1292	1353627	1354518	-1
b1293	1354504	1355470	-1
b1294	1355466	1357110	-1
b1295	1357422	1357668	-1
b1296	1357801	1359187	-1
b4742	1359176	1359341	-1
b1297	1359489	1360908	-1
b1298	1361119	1361884	1
b1299	1361910	1362468	1
b1300	1362742	1364230	1
b1301	1364231	1365512	1
b1302	1365549	1366815	1
b1303	1366934	1367912	-1
b1304	1368078	1368747	1
b1305	1368800	1369025	1
b1306	1369024	1369384	1
b1307	1369392	1369614	1
b1308	1369688	1370003	1
b1309	1370215	1371895	1
b1310	1371908	1373201	1
b1311	1373221	1374103	1
b1312	1374089	1374932	1
b1313	1374962	1376015	1
b1314	1376033	1376822	1
b1315	1376831	1377887	1
b1316	1377883	1380151	1
b1317	1380147	1380807	1
b1319	1381946	1382852	1
b1320	1382962	1383961	-1
b1321	1384116	1385514	1
b1322	1385510	1386572	1
b1323	1386719	1388261	1
b1324	1388304	1388811	-1
b1325	1388929	1389895	1
b1326	1389869	1390598	-1
b4525	1390679	1390862	-1
b4673	1390867	1390933	-1
b1327	1390932	1391853	-1
b1328	1391990	1392890	1
b1329	1393226	1394840	1
b1330	1394890	1395922	-1
b1331	1396075	1397092	1
b1332	1397364	1397622	1
b1333	1397671	1398622	-1
b1334	1398773	1399526	-1
b1335	1399720	1400236	-1
b1336	1400246	1401773	-1
b1337	1401809	1403255	-1
b1338	1403254	1404565	-1
b1339	1404740	1405649	1
b1340	1405978	1406542	1
b1341	1406562	1407795	-1
b1342	1408049	1409033	1
b4743	1409307	1409481	1
b1343	1409510	1410884	1
b1344	1411012	1411948	-1
b1345	1411999	1413235	-1
b1346	1413236	1413452	-1
b1347	1413530	1413740	-1
b1348	1413732	1413927	-1
b1349	1413983	1414793	-1
b1350	1414785	1417386	-1
b1351	1417487	1417763	-1
b4526	1417837	1418008	-1
b1352	1418007	1418229	-1
b1353	1418670	1419159	1
b4527	1419155	1419311	-1
b1355	1419321	1419456	-1
b1356	1419764	1420241	-1
b1357	1420364	1420661	1
b1358	1420683	1421106	1
b1359	1421118	1421976	1
b1360	1421982	1422729	1
b1361	1422751	1423312	1
b4528	1423399	1423585	1
b1363	1423781	1425239	1
b1365	1425376	1425640	1
b1366	1425620	1425980	1
b1368	1426453	1427482	1
b1370	1427745	1428726	-1
b1372	1429048	1432411	1
b1373	1432410	1432986	1
b1374	1433083	1433674	-1
b1375	1433990	1434224	-1
b4744	1434292	1434406	-1
b1376	1435184	1435619	-1
b1377	1435759	1436893	-1
b1378	1437259	1440784	-1
b4529	1441057	1441324	1
b1379	1441320	1441743	-1
b1380	1441853	1442843	-1
b1381	1443050	1445690	1
b1382	1445686	1445872	1
b1383	1445879	1446206	1
b1384	1446377	1447283	-1
b1385	1447518	1449018	1
b1386	1449075	1451349	-1
b1387	1451596	1453642	-1
b1388	1453926	1454856	1
b1389	1454867	1455155	1
b1390	1455163	1455910	1
b1391	1455924	1456422	1
b1392	1456429	1457500	1
b1393	1457496	1458264	1
b1394	1458263	1459052	1
b1395	1459053	1460481	1
b1396	1460470	1460893	1
b1397	1460892	1462098	1
b1398	1462124	1463438	1
b1399	1463538	1464489	1
b1400	1464470	1465061	1
b4674	1465164	1465230	-1
b1402	1467920	1468826	-1
b1403	1468783	1469149	-1
b1404	1469357	1470509	1
b1406	1474220	1475081	1
b1407	1475143	1477450	1
b1408	1477620	1478226	1
b1409	1478225	1479122	1
b1410	1479137	1480895	1
b1411	1480908	1482201	1
b1412	1482254	1482860	-1
b1413	1483060	1486963	1
b1414	1487234	1488035	1
b1415	1488231	1489671	1
b1418	1490901	1491432	1
b1419	1491676	1491850	1
b4428	1491921	1492071	-1
b1420	1491961	1492129	-1
b1421	1492469	1494110	1
b1422	1494147	1495071	-1
b1423	1495287	1496631	1
b1424	1496855	1498511	1
b1426	1498650	1498875	1
b1427	1498937	1499477	1
b1428	1499468	1500449	-1
b1429	1500572	1501565	1
b1430	1501561	1502155	1
b1431	1502456	1503125	1
b1432	1503716	1504865	1
b1433	1504904	1506080	-1
b1434	1506171	1506708	1
b1435	1506780	1508742	1
b1436	1508833	1509064	-1
b4532	1509285	1509462	1
b1438	1509507	1509924	1
b1439	1510002	1511409	1
b1440	1511653	1512799	1
b1441	1512816	1513830	1
b1442	1513830	1514772	1
b1443	1514761	1515556	1
b1444	1515577	1517002	1
b4598	1517098	1517194	-1
b1445	1517388	1517562	1
b1446	1517647	1517881	1
b1447	1517881	1518331	-1
b1448	1518327	1518846	-1
b1449	1519026	1520064	1
b1450	1520261	1520927	1
b1451	1520962	1523065	-1
b1452	1523306	1524368	1
b1453	1524480	1525980	-1
b1454	1526246	1526864	1
b1455	1526939	1527152	1
b1457	1529921	1530404	1
b4745	1530318	1530504	-1
b1460	1531815	1532952	1
b1461	1533051	1533285	1
b1462	1533281	1533851	-1
b1463	1534023	1534869	1
b1464	1534964	1535858	-1
b1465	1535936	1536617	-1
b1466	1536613	1537309	-1
b1467	1537308	1538853	-1
b1468	1538849	1542590	-1
b1469	1542671	1544060	-1
b1471	1544757	1545714	-1
b1472	1545737	1546028	-1
b1473	1546287	1547169	-1
b1474	1547400	1550448	1
b1475	1550460	1551345	1
b1476	1551337	1551991	1
b1477	1552397	1552682	-1
b1478	1552827	1553838	-1
b1479	1553971	1555669	-1
b1480	1555825	1555963	-1
b1481	1556064	1556280	-1
b1482	1556624	1557056	1
b1483	1557111	1558038	-1
b1484	1558030	1559017	-1
b1485	1559013	1559910	-1
b1486	1559906	1560929	-1
b1487	1560930	1562481	-1
b1488	1562494	1563076	-1
b1489	1563333	1565733	-1
b1490	1565757	1567140	-1
b4746	1567177	1567219	-1
b1491	1567503	1568823	-1
b1492	1568953	1570489	-1
b1493	1570644	1572045	-1
b1494	1572406	1575202	-1
b1495	1575246	1577619	-1
b1496	1577656	1579342	-1
b4747	1579544	1579667	1
b1497	1579632	1580790	-1
b1498	1580841	1582524	-1
b1499	1582925	1583687	-1
b1500	1583761	1583959	-1
b1501	1584206	1586486	-1
b1502	1586819	1587734	-1
b1503	1587792	1588296	-1
b1504	1588308	1588839	-1
b1505	1588852	1590001	-1
b1507	1590853	1592176	-1
b1508	1592175	1592442	-1
b1511	1598616	1600209	-1
b1512	1600287	1601241	-1
b1513	1601489	1603025	1
b1514	1603018	1604047	1
b1515	1604046	1605039	1
b1516	1605050	1606073	1
b1517	1606099	1606975	1
b1518	1606998	1607289	1
b1519	1607345	1608104	1
b1520	1608107	1609022	-1
b1521	1609228	1610680	-1
b1522	1610906	1611854	-1
b1523	1611965	1612325	-1
b1524	1612324	1613251	-1
b1525	1613314	1614703	-1
b1526	1614803	1615685	1
b1527	1615762	1616878	1
b1528	1617027	1618218	1
b1529	1618242	1618908	-1
b1530	1619119	1619554	1
b1531	1619573	1619957	1
b1532	1619988	1620207	1
b1533	1620237	1621137	-1
b1534	1621331	1622519	1
b4599	1622645	1622741	1
b1535	1622959	1623850	-1
b1536	1624104	1624497	-1
b1537	1624772	1625291	1
b1538	1625334	1627380	-1
b1539	1627516	1628263	1
b1540	1628351	1629038	1
b1541	1629214	1629418	1
b1542	1629452	1630913	-1
b1543	1631001	1632285	-1
b4748	1632889	1633003	1
b1544	1633071	1633305	1
b1545	1633621	1634212	1
b1546	1634309	1634885	-1
b1547	1634884	1635847	-1
b1548	1635797	1636367	-1
b4533	1636755	1636989	1
b1549	1637046	1637457	1
b1550	1637608	1637782	-1
b1551	1637953	1638109	-1
b4749	1638187	1638253	-1
b4724	1638255	1638444	-1
b1552	1638454	1638667	-1
b1553	1639029	1639527	-1
b4689	1639079	1639334	-1
b1554	1639523	1640057	-1
b1555	1640053	1640365	-1
b1556	1640369	1640585	-1
b1557	1641338	1641554	-1
b1558	1641854	1642067	1
b4750	1642121	1642211	1
b1559	1642488	1643241	-1
b1560	1643254	1644304	-1
b1561	1644650	1644902	-1
b1562	1645118	1645274	-1
b1563	1645345	1645633	-1
b1564	1645632	1645872	-1
b1565	1645896	1646202	1
b1566	1646404	1646737	1
b1567	1647173	1647323	-1
b1568	1647345	1647636	-1
b1569	1647619	1647850	-1
b1570	1647933	1648341	1
b1571	1648507	1648663	1
b1572	1648664	1648793	1
b1573	1648822	1649041	1
b1575	1649608	1649797	1
b1576	1649793	1649985	1
b4534	1652727	1652838	-1
b1580	1652895	1653915	-1
b1581	1653926	1655141	-1
b1582	1655346	1655673	-1
b1583	1655807	1656149	1
b1584	1656183	1656744	1
b1585	1656746	1657457	-1
b1586	1657564	1657870	1
b1587	1658068	1660495	1
b1588	1660555	1662979	1
b1589	1662989	1663607	1
b1590	1663608	1664463	1
b1591	1664505	1665120	1
b1592	1665314	1666571	1
b1593	1666523	1667219	-1
b1594	1667343	1668564	-1
b1595	1668698	1669592	-1
b1596	1669698	1670952	1
b1597	1671375	1671684	1
b4601	1671776	1671860	1
b1598	1671959	1672781	1
b1599	1672819	1673149	-1
b1600	1673135	1673501	-1
b1601	1673912	1674947	1
b1602	1674971	1676360	-1
b1603	1676370	1677903	-1
b1604	1678426	1679371	1
b1605	1679556	1680939	1
b1606	1680975	1681698	1
b1607	1681694	1682030	-1
b1608	1682158	1682878	1
b1609	1682881	1684183	1
b1610	1684258	1685188	1
b1611	1685184	1686588	-1
b1612	1686730	1688377	-1
b1613	1688575	1689751	1
b1614	1689851	1691360	1
b1615	1691585	1692851	-1
b1616	1692889	1694263	-1
b1617	1694259	1696071	-1
b1618	1696461	1697052	-1
b1619	1697272	1698040	-1
b1620	1698151	1699180	-1
b1621	1699354	1700947	1
b1622	1700956	1702129	1
b1623	1702232	1703234	1
b1624	1703267	1704308	-1
b4409	1704550	1704676	1
b1625	1704948	1705164	1
b1626	1705249	1705690	1
b1627	1705766	1706348	1
b1628	1706347	1706926	1
b1629	1706918	1709141	1
b1630	1709141	1710200	1
b1631	1710203	1710824	1
b1632	1710827	1711523	1
b1633	1711522	1712158	1
b1634	1712768	1714271	1
b1635	1714376	1714982	1
b1636	1715025	1715889	-1
b1637	1715947	1717222	-1
b1638	1717350	1718007	-1
b1639	1718065	1718395	-1
b1640	1718492	1719602	-1
b1641	1719875	1720343	1
b1642	1720389	1720824	-1
b1643	1721024	1721261	1
b1644	1721263	1722121	1
b1645	1722120	1724133	1
b1646	1724133	1724655	-1
b1647	1724735	1725632	-1
b1648	1725680	1725920	-1
b1649	1726022	1726622	1
b1650	1726658	1727756	1
b1651	1727836	1728244	1
b1652	1728346	1728994	1
b1653	1729086	1733703	1
b1654	1733753	1734101	-1
b1655	1734434	1735250	1
b1656	1735377	1735959	1
b1657	1736120	1737290	-1
b4602	1737455	1737545	-1
b1658	1737843	1738869	1
b1659	1738865	1739798	-1
b1660	1739910	1741122	1
b1661	1741412	1742561	1
b1662	1742600	1743242	-1
b1663	1743456	1744830	1
b1664	1744870	1746127	-1
b1667	1746699	1747005	1
b1668	1747130	1748735	1
b1669	1748746	1749559	-1
b1670	1749562	1750348	-1
b1671	1750344	1751013	-1
b1672	1751076	1751724	-1
b1673	1751727	1753830	-1
b1674	1753850	1754477	-1
b1675	1754931	1755141	-1
b1676	1755697	1757110	1
b1677	1757420	1757657	1
b1678	1757720	1758725	-1
b1679	1758873	1759290	-1
b1680	1759302	1760523	-1
b1681	1760519	1761791	-1
b1682	1761765	1762512	-1
b1683	1762521	1764009	-1
b1684	1764017	1764386	-1
b1685	1764933	1765122	-1
b1686	1765221	1765632	-1
b1687	1765628	1768685	-1
b1688	1769073	1770186	1
b1689	1770614	1770971	1
b1690	1771070	1772285	1
b1691	1772511	1773777	1
b1692	1773788	1774655	1
b1693	1774685	1775444	1
b1694	1775586	1777182	1
b1695	1777195	1778347	1
b1696	1778389	1779301	-1
b1697	1779616	1780381	1
b1698	1780400	1781339	1
b1699	1781394	1782684	1
b1700	1782680	1782974	1
b1701	1782976	1784677	1
b1702	1784733	1787112	-1
b1703	1787444	1788278	1
b1704	1788434	1789481	1
b1705	1789612	1789804	1
b1706	1789807	1791244	-1
b1707	1791306	1792020	-1
b1708	1792266	1792731	-1
b1709	1792808	1793558	-1
b1710	1793557	1794109	-1
b1711	1794171	1795152	-1
b1712	1795252	1795552	-1
b1713	1795556	1797944	-1
b1714	1797958	1798942	-1
b1715	1799225	1799270	-1
b1716	1799392	1799749	-1
b1717	1799801	1799999	-1
b1718	1800095	1800638	-1
b1719	1800641	1802570	-1
b4535	1805164	1805272	1
b1722	1805324	1806083	-1
b1723	1806369	1807299	1
b1724	1807399	1807690	1
b1725	1807795	1808656	1
b1726	1808696	1809233	-1
b1727	1809379	1810048	1
b1728	1810210	1810801	1
b1729	1810933	1812325	1
b1730	1812328	1813132	-1
b1731	1813420	1813663	-1
b1732	1813866	1816128	1
b1733	1816385	1817135	-1
b1734	1817147	1818500	-1
b1735	1818604	1819447	-1
b1736	1819454	1819805	-1
b1737	1819855	1821214	-1
b1738	1821298	1821619	-1
b1739	1821917	1822256	-1
b1740	1822457	1823285	1
b1741	1823514	1824402	1
b1742	1824361	1824937	-1
b1743	1825139	1825625	-1
b1744	1825954	1826923	-1
b1745	1826915	1828259	-1
b1746	1828255	1829734	-1
b1747	1829730	1830765	-1
b1748	1830761	1831982	-1
b1749	1832427	1833234	1
b1750	1833400	1834111	1
b1751	1834115	1834793	1
b1752	1834807	1835515	1
b1753	1835514	1836063	1
b1754	1836072	1837239	1
b1755	1837211	1838747	1
b1756	1838746	1839400	1
b1757	1839466	1840774	1
b1758	1840782	1841403	-1
b1759	1841489	1841897	1
b1760	1841862	1842135	-1
b1761	1842370	1843714	1
b1762	1843830	1844871	-1
b1763	1844998	1846960	-1
b1764	1846964	1848008	-1
b1765	1848124	1848676	-1
b1766	1848836	1850693	1
b1767	1850859	1851876	1
b1768	1851886	1852528	1
b1769	1852620	1853979	-1
b1770	1854095	1854854	-1
b1771	1854990	1855971	-1
b1772	1855980	1856928	-1
b1773	1856932	1857769	-1
b1774	1857789	1858833	-1
b1775	1858849	1860229	-1
b1776	1860255	1861332	-1
b1777	1861701	1861974	-1
b1778	1862015	1862429	-1
b1779	1862770	1863766	1
b1780	1863849	1864734	1
b1781	1864781	1865636	-1
b1782	1865725	1866472	-1
b1783	1866907	1868842	1
b1784	1868954	1870238	1
b1785	1870384	1871860	1
b1786	1872040	1873531	1
b1787	1873573	1874077	1
b1788	1874077	1874182	-1
b1789	1874351	1874798	1
b1790	1874754	1875576	-1
b1791	1875672	1876854	1
b1792	1876908	1877256	1
b1793	1877277	1877532	-1
b1794	1877714	1878740	1
b4676	1878772	1878871	1
b4675	1878873	1878948	1
b1795	1879006	1879255	-1
b1796	1879402	1879585	-1
b1797	1879588	1879948	-1
b1798	1880120	1880759	-1
b1799	1880885	1881809	-1
b1800	1881911	1882997	1
b1801	1883187	1884633	1
b1802	1884664	1885789	1
b1803	1885844	1886810	1
b1804	1886863	1887991	-1
b1805	1888060	1889746	-1
b1806	1889950	1890532	-1
b1807	1890571	1891267	-1
b1808	1891324	1893235	-1
b1809	1893366	1893711	1
b1810	1894132	1894432	1
b1811	1894551	1894731	-1
b1812	1894804	1896166	1
b1813	1896169	1896748	1
b1814	1896931	1898296	1
b1815	1898426	1900025	1
b1816	1900028	1901585	-1
b4751	1901572	1901782	-1
b1817	1902047	1903019	1
b1818	1903081	1903882	1
b1819	1903894	1904746	1
b1820	1904800	1905259	1
b1821	1905687	1906254	1
b1822	1906250	1907060	-1
b1823	1907225	1907435	-1
b1824	1907447	1907591	-1
b1825	1908260	1908548	-1
b1826	1908622	1908766	-1
b4536	1908924	1909164	1
b1827	1909307	1910099	-1
b1828	1910275	1911649	1
b1829	1911694	1912576	-1
b1830	1912767	1914816	-1
b1831	1914835	1915534	-1
b1832	1915630	1916128	-1
b1833	1916257	1917541	1
b1834	1917509	1920143	1
b1835	1920222	1921662	1
b1836	1921779	1922016	1
b1837	1922120	1922312	1
b1838	1922312	1922969	-1
b1839	1923364	1923706	-1
b1840	1923718	1924591	-1
b1841	1924594	1924969	-1
b1842	1925107	1925338	1
b1843	1925439	1926096	1
b1844	1926119	1926782	1
b1845	1926778	1928839	-1
b1846	1929047	1929707	-1
b1847	1930033	1930390	-1
b1848	1930456	1930747	-1
b1849	1930880	1932059	1
b1850	1932114	1932756	-1
b1851	1932792	1934604	-1
b1852	1934838	1936314	-1
b1853	1936651	1937521	1
b1854	1937648	1939091	1
b1855	1939221	1940193	-1
b1856	1940312	1941635	-1
b1857	1941650	1942583	-1
b1858	1942661	1943417	1
b1859	1943413	1944199	1
b1860	1944345	1945356	-1
b1861	1945364	1945976	-1
b4677	1946114	1946180	-1
b1862	1946250	1946853	1
b1863	1946854	1947376	-1
b1864	1947410	1948151	-1
b1865	1948179	1948632	-1
b1866	1948749	1950522	-1
b1867	1950831	1951398	1
b1868	1951394	1952213	1
b1869	1952265	1952661	1
b1870	1952701	1953445	1
b1871	1953441	1954413	1
b1872	1954577	1957007	-1
b1873	1957031	1958132	-1
b1874	1958519	1959266	-1
b1875	1959279	1959846	-1
b1876	1960061	1961795	1
b1877	1961971	1962460	1
b1878	1962579	1962972	-1
b1879	1962971	1965050	-1
b1880	1965042	1966191	-1
b1881	1966392	1967037	-1
b1882	1967047	1967437	-1
b1883	1967451	1968501	-1
b1884	1968503	1969364	-1
b1885	1969382	1970984	-1
b1886	1971029	1972691	-1
b1887	1972835	1973339	-1
b1888	1973359	1975324	-1
b1889	1975328	1976255	-1
b1890	1976251	1977139	-1
b1891	1977265	1977844	-1
b1892	1977846	1978197	-1
b1893	1978517	1979021	-1
b1894	1978939	1979215	-1
b1895	1979752	1980181	1
b1896	1980187	1981612	-1
b1897	1981586	1982387	-1
b4460	1982553	1983540	-1
b1900	1983554	1985069	-1
b1901	1985138	1986128	-1
b1902	1986924	1987428	1
b4537	1987506	1987758	-1
b4663	1987872	1987959	-1
b1904	1988221	1988545	1
b1905	1988715	1989213	1
b1906	1989250	1989490	-1
b1907	1989680	1990892	1
b1908	1990953	1991619	-1
b1912	1992268	1992817	-1
b1913	1992873	1994706	-1
b1914	1994702	1995359	-1
b4752	1995654	1995831	1
b1915	1995817	1996042	1
b1916	1996109	1996832	-1
b1917	1997061	1997814	-1
b1918	1997810	1998479	-1
b1919	1998493	1999480	-1
b1920	1999584	2000385	-1
b1921	2000472	2001024	-1
b1922	2001069	2001789	-1
b1923	2002109	2003606	-1
b1924	2003871	2005278	1
b1925	2005302	2005713	1
b1926	2005712	2006078	1
b1927	2006155	2007643	1
b1928	2007676	2008090	-1
b1929	2008276	2009482	1
b1930	2009478	2009712	1
b1931	2009820	2010489	1
b1932	2010599	2011079	1
b1937	2012699	2013014	-1
b1938	2013228	2014887	1
b1939	2014879	2015875	1
b1940	2015867	2016554	1
b1941	2016553	2017927	1
b1942	2017945	2018389	1
b1943	2018385	2019513	1
b1944	2019617	2020082	1
b1945	2020086	2021091	1
b1946	2021087	2021501	1
b1947	2021503	2021869	1
b1948	2021868	2022606	1
b1949	2022615	2022885	1
b1950	2022892	2023678	1
b1951	2023967	2024591	1
b1952	2024634	2024823	-1
b1953	2024985	2025213	1
b1955	2025510	2026326	1
b1956	2026322	2028017	-1
b1957	2028187	2028370	-1
b1958	2028448	2029366	-1
b1959	2029538	2030459	1
b1960	2030447	2030918	-1
b1961	2030898	2032317	-1
b1962	2032383	2033079	-1
b1963	2033118	2033484	-1
b1967	2035834	2036686	1
b1968	2036793	2038152	-1
b1969	2038151	2038823	-1
b1970	2038955	2039369	1
b1971	2039477	2040482	1
b1972	2040482	2041118	1
b1973	2041374	2042025	1
b1974	2042367	2042898	1
b1976	2043650	2044448	1
b1978	2044937	2052014	1
b1981	2053642	2054959	1
b1982	2055060	2056515	1
b1983	2056857	2057574	1
b1985	2058202	2059846	-1
b1987	2059963	2060914	-1
b1988	2061015	2061933	-1
b1990	2062390	2063323	-1
b1991	2063387	2064467	-1
b1992	2064478	2065222	-1
b1993	2065218	2065764	-1
b1994	2066304	2067321	-1
b1996	2068951	2069857	-1
b1997	2069814	2070180	-1
b2000	2071538	2074658	1
b2001	2074778	2076311	1
b2002	2076307	2076754	1
b2003	2076816	2077038	1
b2004	2077111	2077480	1
b2005	2077568	2077943	1
b2006	2077939	2078134	1
b4538	2078574	2078931	1
b2007	2079031	2079361	-1
b2008	2079532	2080591	-1
b2009	2080788	2081262	-1
b2010	2081380	2082547	-1
b2011	2082755	2084183	1
b2012	2084225	2084453	-1
b2013	2084466	2085525	-1
b2014	2085703	2087062	-1
b4678	2087051	2087114	-1
b2015	2087328	2088258	-1
b2016	2088303	2089128	-1
b4539	2089210	2089465	-1
b2017	2089461	2089713	-1
b2018	2089995	2090046	1
b2019	2090191	2091091	1
b2020	2091096	2092401	1
b2021	2092397	2093468	1
b2022	2093467	2094535	1
b2023	2094534	2095125	1
b2024	2095124	2095862	1
b2025	2095843	2096620	1
b2026	2096613	2097225	1
b2027	2097320	2098301	-1
b2028	2098446	2099613	-1
b2029	2099861	2101268	-1
b2030	2101894	2102911	-1
b2032	2103390	2104509	-1
b2033	2104493	2105084	-1
b2034	2105064	2106057	-1
b2035	2106059	2107226	-1
b2036	2107225	2108329	-1
b2037	2108336	2109584	-1
b2038	2109580	2110138	-1
b2039	2110137	2111019	-1
b2040	2111076	2111976	-1
b2041	2111975	2113061	-1
b2042	2113433	2114327	-1
b2043	2114501	2115896	-1
b2044	2115906	2117127	-1
b2045	2117123	2118404	-1
b2046	2118679	2120158	-1
b2047	2120159	2121554	-1
b2048	2121608	2122979	-1
b2049	2123083	2124520	-1
b2050	2124522	2125746	-1
b2051	2125742	2126222	-1
b2052	2126224	2127190	-1
b2053	2127192	2128314	-1
b2054	2128339	2128888	-1
b2055	2128903	2129650	-1
b2056	2129660	2130878	-1
b2057	2130852	2132070	-1
b2058	2132066	2132555	-1
b2059	2132557	2133397	-1
b2060	2133489	2135652	-1
b2061	2135654	2136098	-1
b2062	2136103	2137243	-1
b2063	2137901	2139485	1
b2064	2139758	2141612	-1
b2065	2141633	2142215	-1
b2066	2142306	2142948	-1
b2067	2143265	2146583	1
b2068	2146691	2147540	-1
b2069	2147673	2149026	1
b2070	2149038	2150985	-1
b2071	2151184	2151646	1
b2072	2151710	2152472	-1
b2073	2152468	2153128	-1
b4667	2153348	2153408	-1
b4668	2153680	2153737	-1
b2074	2154015	2155263	1
b2075	2155262	2158385	1
b2076	2158385	2161463	1
b2077	2161463	2162879	1
b2078	2162875	2164279	1
b2079	2164275	2164998	1
b2080	2165188	2165521	1
b2081	2165667	2167029	1
b2082	2167301	2167520	-1
b2085	2167988	2168306	-1
b2086	2168711	2169611	1
b2088	2170235	2170535	1
b2089	2170531	2171398	1
b2091	2171832	2172873	-1
b2093	2174281	2174566	-1
b2094	2174596	2175049	-1
b2095	2175058	2176321	-1
b2096	2176349	2177204	-1
b2097	2177511	2178564	-1
b2098	2178820	2180098	1
b2099	2180094	2181099	1
b2100	2181095	2182061	1
b2101	2182034	2182781	-1
b2102	2182832	2183651	-1
b2103	2183715	2184516	-1
b2104	2184512	2185301	-1
b2105	2185523	2185796	-1
b2106	2185916	2186741	1
