locus_tag	ATG_index	location	within_frame	Unconstrained_mfe	Unconstrained_ensemble	Constrained_mfe	Constrained_ensemble
b1327	339	internal	True	-24.14	-22.2	-12.51	-10.9
b1327	373	internal	False	-32.96	-30.4	-24.4	-21.9
b1327	448	internal	False	-28.09	-25.4	-17.8	-16.3
b1327	463	internal	False	-26.45	-24.2	-17.85	-16.3
b1327	478	internal	False	-27.86	-25.3	-15.48	-13.1
b1327	549	internal	True	-22.81	-21.5	-13.07	-11.75
b1327	564	internal	True	-26.18	-25.5	-15.15	-14.1
b1327	577	internal	False	-27.53	-26.6	-15.05	-13.4
b1327	691	internal	False	-20.63	-18.4	-17.68	-16.0
b1327	694	internal	False	-20.95	-18.2	-18.44	-16.6
b1327	705	internal	True	-24.31	-21.4	-17.28	-16.22
b1327	767	internal	False	-25.57	-23.9	-19.35	-18.1
b1327	771	internal	True	-23.71	-21.3	-14.45	-12.79
b1327	843	internal	True	-22.84	-20.9	-14.81	-13.1
b1327	853	internal	False	-23.26	-21.0	-15.87	-15.24
b1327	868	internal	False	-21.64	-19.9	-8.33	-6.51
b1328	0	primary		-18.05	-14.4	-14.31	-12.5
b1328	27	internal	True	-32.26	-30.7	-16.69	-14.6
b1328	87	internal	True	-30.63	-27.6	-19.37	-17.3
b1328	219	internal	True	-26.61	-24.2	-15.1	-13.3
b1328	226	internal	False	-25.89	-23.1	-15.86	-13.6
b1328	243	internal	True	-22.51	-19.9	-13.26	-12.0
b1328	307	internal	False	-20.61	-18.2	-12.92	-10.9
b1328	336	internal	True	-14.76	-12.6	-9.79	-8.1
b1328	391	internal	False	-22.04	-20.0	-12.46	-11.2
b1328	403	internal	False	-26.02	-23.7	-15.53	-14.1
b1328	424	internal	False	-24.75	-22.8	-14.53	-12.3
b1328	450	internal	True	-26.89	-25.3	-17.7	-15.9
b1328	462	internal	True	-28.05	-27.0	-20.93	-20.4
b1328	495	internal	True	-24.01	-22.0	-13.58	-12.51
b1328	654	internal	True	-26.14	-23.8	-12.32	-10.7
b1328	697	internal	False	-30.57	-29.3	-11.99	-10.4
b1328	709	internal	False	-31.23	-30.3	-20.24	-19.47
b1328	715	internal	False	-28.96	-27.3	-17.82	-16.47
b1328	736	internal	False	-26.04	-25.0	-12.04	-10.7
b1328	841	internal	False	-16.7	-15.0	-8.46	-7.32
b1329	0	primary		-21.29	-18.5	-12.59	-10.5
b1329	61	internal	False	-36.24	-34.3	-24.19	-22.5
b1329	127	internal	False	-33.09	-31.6	-25.0	-24.2
b1329	265	internal	False	-29.92	-29.4	-19.62	-19.0
b1329	308	internal	False	-23.57	-21.7	-12.51	-10.74
b1329	316	internal	False	-25.9	-24.1	-15.89	-14.51
b1329	395	internal	False	-31.83	-29.4	-16.52	-15.0
b1329	442	internal	False	-34.1	-32.7	-25.78	-25.19
b1329	484	internal	False	-23.2	-19.9	-13.82	-11.9
b1329	625	internal	False	-19.83	-17.8	-7.46	-5.05
b1329	634	internal	False	-23.1	-21.2	-11.43	-9.47
b1329	658	internal	False	-24.94	-23.3	-14.95	-13.9
b1329	813	internal	True	-26.04	-23.9	-18.25	-16.7
b1329	883	internal	False	-28.71	-26.2	-21.19	-20.3
b1329	942	internal	True	-27.41	-24.5	-19.81	-17.5
b1329	963	internal	True	-27.34	-25.5	-17.12	-15.0
b1329	1018	internal	False	-30.22	-27.7	-19.4	-17.6
b1329	1062	internal	True	-25.82	-23.8	-19.67	-18.2
b1329	1081	internal	False	-27.25	-24.4	-16.7	-14.27
b1329	1117	internal	False	-26.8	-24.1	-14.38	-13.1
b1329	1200	internal	True	-18.4	-17.0	-5.91	-4.5
b1329	1225	internal	False	-20.9	-19.2	-13.47	-12.35
b1329	1247	internal	False	-18.96	-17.1	-12.88	-11.4
b1329	1288	internal	False	-30.86	-28.2	-16.97	-14.8
b1329	1321	internal	False	-27.29	-25.2	-16.12	-14.9
b1329	1396	internal	False	-18.01	-15.5	-13.1	-11.4
b1329	1447	internal	False	-21.45	-19.2	-10.27	-8.8
b1329	1479	internal	True	-17.73	-15.6	-11.1	-9.5
b1329	1519	internal	False	-16.09	-14.2	-11.55	-9.7
b1329	1573	internal	False	-19.31	-17.1	-11.26	-10.39
b1329	1593	internal	True	-20.73	-18.3	-14.25	-13.0
b1330	0	primary		-22.64	-20.8	-15.08	-13.7
b1330	25	internal	False	-22.09	-20.0	-14.82	-12.9
b1330	75	internal	True	-22.34	-20.3	-15.45	-15.0
b1330	127	internal	False	-18.96	-16.0	-11.99	-10.7
b1330	187	internal	False	-17.51	-15.6	-5.15	-3.8
b1330	351	internal	True	-27.87	-26.3	-14.15	-12.7
b1330	400	internal	False	-34.72	-33.5	-26.24	-25.3
b1330	417	internal	True	-32.15	-29.5	-17.33	-15.5
b1330	471	internal	True	-28.63	-25.9	-15.56	-13.8
b1330	513	internal	True	-23.35	-21.6	-13.91	-12.59
b1330	693	internal	True	-20.84	-19.1	-13.67	-11.2
b1330	733	internal	False	-25.31	-22.6	-12.69	-10.85
b1330	739	internal	False	-23.73	-20.5	-12.16	-10.3
b1330	780	internal	True	-24.32	-21.7	-14.95	-12.8
b1330	864	internal	True	-21.59	-19.2	-15.94	-14.5
b1330	893	internal	False	-25.05	-22.8	-14.09	-11.9
b1330	902	internal	False	-22.48	-21.3	-7.14	-5.0
b1330	996	internal	True	-21.15	-18.9	-13.26	-11.58
b1331	0	primary		-21.58	-19.9	-12.24	-10.9
b1331	36	internal	True	-18.45	-15.8	-11.19	-9.7
b1331	117	internal	True	-30.06	-28.1	-14.48	-12.8
b1331	134	internal	False	-31.44	-29.3	-17.36	-16.1
b1331	144	internal	True	-33.49	-30.8	-19.27	-17.1
b1331	184	internal	False	-30.12	-28.2	-12.52	-10.5
b1331	213	internal	True	-29.67	-27.5	-17.4	-15.9
b1331	231	internal	True	-29.86	-27.8	-20.83	-19.0
b1331	256	internal	False	-28.39	-25.7	-17.21	-15.6
b1331	264	internal	True	-28.63	-26.4	-18.38	-17.1
b1331	271	internal	False	-27.29	-24.9	-15.06	-12.4
b1331	294	internal	True	-29.36	-27.8	-21.96	-21.4
b1331	351	internal	True	-21.14	-18.3	-17.14	-14.9
b1331	438	internal	True	-27.93	-26.1	-18.2	-17.5
b1331	441	internal	True	-28.44	-26.1	-17.26	-15.5
b1331	463	internal	False	-33.91	-32.6	-19.07	-17.2
b1331	525	internal	True	-21.33	-18.8	-15.25	-14.0
b1331	564	internal	True	-33.25	-31.5	-16.73	-14.95
b1331	586	internal	False	-37.04	-35.2	-18.77	-17.1
b1331	637	internal	False	-29.08	-27.1	-18.15	-15.9
b1331	667	internal	False	-30.81	-28.9	-19.57	-18.4
b1331	694	internal	False	-39.05	-38.5	-22.07	-21.1
b1331	742	internal	False	-41.22	-39.3	-27.72	-26.44
b1331	834	internal	True	-17.02	-15.2	-14.93	-13.34
b1331	948	internal	True	-25.21	-23.1	-15.59	-13.9
b1331	987	internal	True	-30.52	-28.5	-15.95	-14.7
b1332	0	primary		-21.52	-19.2	-16.66	-15.3
b1332	6	internal	True	-19.1	-15.7	-14.99	-12.2
b1332	153	internal	True	-24.19	-22.2	-14.55	-12.5
b1332	157	internal	False	-21.21	-18.9	-12.38	-10.4
b1332	174	internal	True	-20.73	-19.0	-14.0	-12.1
b1333	0	primary		-21.13	-18.1	-12.48	-10.3
b1333	6	internal	True	-22.59	-20.5	-16.8	-15.2
b1333	18	internal	True	-26.87	-24.7	-18.17	-16.3
b1333	124	internal	False	-17.18	-15.5	-8.92	-6.74
b1333	141	internal	True	-25.59	-24.4	-19.8	-18.4
b1333	177	internal	True	-28.93	-26.7	-16.63	-14.5
b1333	241	internal	False	-24.96	-23.6	-19.12	-18.8
b1333	342	internal	True	-27.35	-25.7	-15.26	-13.2
b1333	355	internal	False	-29.66	-28.0	-15.3	-14.0
b1333	410	internal	False	-38.43	-36.5	-28.05	-26.7
b1333	429	internal	True	-38.44	-36.2	-28.29	-27.4
b1333	508	internal	False	-28.3	-26.5	-20.55	-19.84
b1333	517	internal	False	-29.98	-27.7	-21.15	-19.94
b1333	655	internal	False	-27.26	-26.2	-16.94	-15.6
b1333	684	internal	True	-24.26	-22.0	-13.94	-12.0
b1333	715	internal	False	-23.07	-19.9	-20.92	-18.8
b1333	723	internal	True	-23.4	-21.0	-19.59	-18.7
b1333	931	internal	False	-22.73	-19.7	-15.25	-13.2
b1334	0	primary		-19.6	-17.1	-9.92	-8.3
b1334	109	internal	False	-24.11	-21.7	-15.77	-13.5
b1334	187	internal	False	-26.68	-25.2	-17.96	-16.9
b1334	205	internal	False	-22.03	-20.3	-14.15	-12.5
b1334	357	internal	True	-30.05	-26.9	-19.08	-17.2
b1334	362	internal	False	-31.41	-28.2	-23.55	-21.0
b1334	405	internal	True	-33.75	-32.5	-19.81	-18.3
b1334	426	internal	True	-32.27	-31.0	-18.45	-16.94
b1334	429	internal	True	-33.32	-31.2	-19.61	-18.04
b1334	438	internal	True	-31.88	-31.0	-19.42	-18.2
b1334	468	internal	True	-28.23	-26.2	-15.55	-13.1
b1334	493	internal	False	-25.16	-22.9	-13.96	-12.24
b1334	582	internal	True	-28.45	-26.4	-19.34	-18.4
b1334	666	internal	True	-29.07	-27.7	-14.83	-13.2
b1334	709	internal	False	-26.38	-24.5	-13.25	-11.05
b1335	0	primary		-19.43	-16.0	-11.92	-9.8
b1335	61	internal	False	-28.23	-26.2	-15.73	-15.07
b1335	89	internal	False	-34.93	-32.9	-22.71	-22.1
b1335	111	internal	True	-29.11	-26.1	-17.82	-15.75
b1335	151	internal	False	-26.54	-23.3	-20.0	-18.67
b1335	315	internal	True	-33.76	-31.9	-19.14	-17.3
b1335	444	internal	True	-31.07	-29.2	-16.74	-15.2
b1335	454	internal	False	-32.28	-30.6	-18.18	-16.6
b1335	493	internal	False	-22.79	-20.5	-15.54	-14.1
b1336	0	primary		-14.66	-12.7	-9.3	-8.3
b1336	6	internal	True	-18.7	-16.9	-11.89	-10.7
b1336	46	internal	False	-23.8	-21.8	-10.38	-8.4
b1336	120	internal	True	-21.71	-19.8	-10.33	-8.9
b1336	175	internal	False	-30.68	-28.5	-17.77	-16.1
b1336	238	internal	False	-26.82	-24.4	-18.23	-16.1
b1336	339	internal	True	-32.56	-31.1	-22.98	-21.6
b1336	348	internal	True	-34.53	-32.3	-27.12	-26.1
b1336	358	internal	False	-28.99	-26.4	-20.5	-19.3
b1336	364	internal	False	-27.1	-25.6	-14.58	-12.1
b1336	384	internal	True	-22.91	-21.1	-13.36	-12.2
b1336	424	internal	False	-31.38	-30.3	-23.89	-23.0
b1336	441	internal	True	-30.76	-29.3	-18.75	-18.29
b1336	450	internal	True	-31.12	-30.0	-16.81	-15.3
b1336	615	internal	True	-32.33	-31.5	-20.47	-19.0
b1336	648	internal	True	-30.15	-27.9	-20.55	-18.5
b1336	725	internal	False	-26.61	-25.5	-14.5	-12.97
b1336	742	internal	False	-25.04	-24.0	-19.13	-18.3
b1336	834	internal	True	-29.59	-26.3	-12.78	-11.07
b1336	885	internal	True	-27.51	-26.3	-21.05	-20.38
b1336	955	internal	False	-20.23	-18.5	-10.96	-9.73
b1336	1005	internal	True	-26.07	-23.5	-17.83	-16.44
b1336	1017	internal	True	-25.85	-24.2	-18.54	-17.6
b1336	1026	internal	True	-25.54	-23.9	-15.53	-13.4
b1336	1044	internal	True	-24.08	-22.4	-11.21	-10.09
b1336	1074	internal	True	-34.53	-33.1	-25.36	-23.98
b1336	1092	internal	True	-29.12	-27.0	-14.86	-12.94
b1336	1193	internal	False	-25.04	-22.8	-23.32	-22.2
b1336	1197	internal	True	-25.24	-23.0	-20.12	-18.6
b1336	1254	internal	True	-18.32	-16.4	-13.95	-11.9
b1336	1260	internal	True	-17.32	-14.7	-11.31	-9.4
b1336	1451	internal	False	-31.38	-29.7	-17.39	-15.88
b1336	1461	internal	True	-33.63	-32.4	-17.56	-16.2
b1337	0	primary		-30.3	-28.9	-23.19	-22.4
b1337	28	internal	False	-24.64	-22.3	-15.13	-14.2
b1337	187	internal	False	-26.11	-23.7	-15.36	-13.1
b1337	244	internal	False	-29.17	-26.6	-16.02	-14.08
b1337	313	internal	False	-32.19	-30.1	-21.19	-19.3
b1337	380	internal	False	-38.05	-35.7	-27.93	-25.98
b1337	394	internal	False	-39.08	-37.0	-22.49	-20.9
b1337	421	internal	False	-26.26	-24.4	-13.64	-12.27
b1337	462	internal	True	-25.71	-23.5	-16.35	-14.2
b1337	484	internal	False	-31.54	-29.8	-22.6	-21.4
b1337	487	internal	False	-29.0	-26.6	-20.63	-19.2
b1337	493	internal	False	-29.54	-27.6	-23.99	-23.1
b1337	531	internal	True	-30.22	-28.4	-15.26	-13.8
b1337	569	internal	False	-31.47	-30.4	-27.57	-27.0
b1337	595	internal	False	-37.1	-35.9	-22.52	-21.3
b1337	634	internal	False	-22.93	-20.1	-14.39	-13.1
b1337	648	internal	True	-21.55	-19.5	-12.25	-10.6
b1337	706	internal	False	-22.11	-20.0	-16.78	-15.6
b1337	789	internal	True	-24.66	-22.3	-14.1	-12.44
b1337	811	internal	False	-25.63	-23.2	-16.34	-15.24
b1337	849	internal	True	-28.16	-26.2	-12.79	-10.3
b1337	869	internal	False	-28.36	-25.7	-16.63	-15.08
b1337	922	internal	False	-19.6	-17.2	-14.82	-13.5
b1337	927	internal	True	-19.47	-16.9	-13.79	-12.5
b1337	962	internal	False	-21.25	-19.2	-9.63	-7.8
b1337	1111	internal	False	-28.79	-26.5	-19.96	-19.0
b1337	1126	internal	False	-32.78	-29.9	-21.09	-19.2
b1337	1162	internal	False	-35.13	-33.0	-11.7	-9.1
b1337	1287	internal	True	-26.26	-24.9	-14.94	-13.5
b1337	1308	internal	True	-23.72	-22.2	-12.9	-11.3
b1337	1358	internal	False	-23.01	-20.7	-14.44	-13.4
b1338	0	primary		-15.11	-12.5	-7.03	-5.0
b1338	73	internal	False	-28.71	-26.5	-19.23	-17.6
b1338	172	internal	False	-26.61	-24.9	-16.79	-15.4
b1338	186	internal	True	-27.97	-25.8	-21.64	-20.57
b1338	199	internal	False	-30.54	-28.5	-21.47	-20.02
b1338	257	internal	False	-31.59	-29.8	-15.32	-13.8
b1338	330	internal	True	-39.77	-38.1	-21.94	-20.7
b1338	348	internal	True	-38.17	-36.0	-24.56	-23.2
b1338	379	internal	False	-32.52	-30.1	-20.35	-17.87
b1338	416	internal	False	-32.32	-30.7	-16.7	-14.95
b1338	429	internal	True	-35.78	-34.6	-24.03	-23.2
b1338	432	internal	True	-39.84	-38.4	-28.95	-27.1
b1338	436	internal	False	-34.48	-32.3	-21.42	-19.2
b1338	448	internal	False	-31.89	-29.7	-20.67	-18.74
b1338	451	internal	False	-31.71	-29.6	-20.38	-18.74
b1338	514	internal	False	-31.95	-30.7	-17.27	-15.7
b1338	573	internal	True	-29.55	-26.9	-14.79	-12.6
b1338	580	internal	False	-30.14	-27.5	-16.5	-15.3
b1338	595	internal	False	-36.13	-32.9	-26.67	-24.34
b1338	598	internal	False	-36.19	-32.9	-27.03	-24.8
b1338	675	internal	True	-33.53	-31.3	-28.07	-26.07
b1338	751	internal	False	-28.6	-26.3	-18.81	-18.0
b1338	790	internal	False	-30.03	-28.3	-21.82	-21.1
b1338	840	internal	True	-39.28	-37.6	-19.63	-18.2
b1338	928	internal	False	-27.58	-25.9	-18.49	-16.2
b1338	972	internal	True	-27.08	-24.2	-14.12	-12.2
b1338	976	internal	False	-26.45	-23.5	-12.99	-11.1
b1338	1002	internal	True	-28.73	-26.5	-20.49	-18.9
b1338	1037	internal	False	-34.98	-33.8	-23.85	-23.41
b1338	1046	internal	False	-37.46	-36.0	-21.71	-19.77
b1338	1126	internal	False	-36.97	-35.4	-24.28	-23.2
b1338	1137	internal	True	-33.57	-31.8	-20.11	-19.1
b1338	1140	internal	True	-32.68	-31.1	-16.62	-14.6
b1339	0	primary		-20.76	-19.0	-12.87	-12.09
b1339	81	internal	True	-31.92	-30.0	-20.42	-19.2
b1339	90	internal	True	-30.25	-28.6	-19.27	-18.4
b1339	187	internal	False	-24.58	-21.4	-16.96	-15.7
b1339	300	internal	True	-30.51	-29.4	-19.98	-19.01
b1339	327	internal	True	-24.54	-22.2	-11.58	-9.7
b1339	384	internal	True	-20.97	-19.7	-15.94	-15.44
b1339	405	internal	True	-17.76	-14.4	-12.37	-10.71
b1339	412	internal	False	-16.7	-14.4	-9.18	-7.1
b1339	588	internal	True	-23.02	-21.4	-11.85	-9.0
b1339	741	internal	True	-30.58	-28.5	-18.69	-16.8
b1339	777	internal	True	-32.04	-29.9	-16.48	-14.3
b1339	887	internal	False	-21.78	-19.9	-13.76	-12.8
b1340	0	primary		-23.45	-20.5	-11.07	-8.7
b1340	36	internal	True	-23.34	-21.4	-14.67	-12.6
b1340	43	internal	False	-20.95	-18.2	-13.31	-11.3
b1340	70	internal	False	-27.86	-25.3	-16.39	-15.0
b1340	211	internal	False	-31.2	-29.8	-20.63	-19.5
b1340	300	internal	True	-28.99	-27.5	-20.69	-19.19
b1340	334	internal	False	-26.36	-23.8	-13.38	-11.85
b1340	361	internal	False	-25.61	-22.8	-17.17	-16.07
b1340	376	internal	False	-30.99	-28.4	-20.71	-19.5
b1340	388	internal	False	-25.38	-23.2	-17.76	-16.3
b1340	409	internal	False	-25.75	-24.3	-14.05	-11.3
b1340	436	internal	False	-37.3	-35.9	-26.29	-24.9
b1340	439	internal	False	-38.46	-36.9	-31.9	-30.8
b1340	472	internal	False	-34.93	-32.6	-17.71	-14.9
b1341	0	primary		-15.69	-13.6	-10.5	-8.64
b1341	82	internal	False	-22.33	-20.1	-19.03	-18.1
b1341	108	internal	True	-19.74	-16.8	-9.11	-6.15
b1341	391	internal	False	-20.06	-18.7	-11.07	-10.09
b1341	423	internal	True	-18.29	-16.1	-12.59	-10.6
b1341	448	internal	False	-16.8	-14.5	-6.28	-4.8
b1341	463	internal	False	-20.86	-19.0	-11.7	-10.0
b1341	490	internal	False	-21.52	-19.7	-12.25	-11.2
b1341	502	internal	False	-21.76	-19.1	-12.33	-10.6
b1341	510	internal	True	-26.06	-23.7	-19.13	-17.6
b1341	540	internal	True	-22.48	-20.5	-14.3	-13.7
b1341	558	internal	True	-23.91	-21.9	-11.38	-9.38
b1341	567	internal	True	-20.71	-18.2	-10.94	-9.1
b1341	571	internal	False	-21.7	-19.3	-11.53	-10.3
b1341	631	internal	False	-22.27	-20.4	-11.87	-10.97
b1341	646	internal	False	-21.55	-19.3	-13.87	-12.2
b1341	658	internal	False	-21.22	-19.1	-9.11	-7.1
b1341	679	internal	False	-24.46	-22.1	-15.86	-14.0
b1341	693	internal	True	-24.84	-22.9	-11.83	-9.89
b1341	698	internal	False	-27.15	-25.5	-14.42	-13.1
b1341	709	internal	False	-30.6	-29.2	-19.37	-17.3
b1341	751	internal	False	-29.04	-26.7	-10.74	-8.2
b1341	763	internal	False	-26.87	-25.1	-15.49	-14.4
b1341	771	internal	True	-25.87	-23.4	-16.39	-14.8
b1341	825	internal	True	-17.28	-14.8	-11.08	-9.85
b1341	904	internal	False	-29.26	-27.6	-17.43	-16.1
b1341	922	internal	False	-25.77	-23.6	-14.65	-12.8
b1341	932	internal	False	-22.83	-19.5	-9.86	-7.4
b1341	1144	internal	False	-27.97	-25.6	-18.28	-17.3
b1341	1156	internal	False	-23.2	-20.1	-15.49	-12.8
b1341	1177	internal	False	-26.73	-24.8	-13.78	-12.6
b1341	1180	internal	False	-27.36	-25.9	-12.84	-11.4
b1341	1201	internal	False	-35.81	-33.9	-24.92	-23.3
b1341	1204	internal	False	-33.48	-31.4	-20.74	-18.1
b1342	28	internal	False	-25.73	-23.1	-14.57	-12.9
b1342	37	internal	False	-26.5	-24.2	-15.92	-13.9
b1342	54	internal	True	-25.7	-23.9	-16.22	-14.3
b1342	61	internal	False	-24.77	-22.6	-15.1	-13.9
b1342	97	internal	False	-24.1	-21.7	-15.28	-14.14
b1342	106	internal	False	-25.23	-22.8	-15.92	-14.6
b1342	139	internal	False	-20.83	-18.5	-16.55	-14.7
b1342	148	internal	False	-23.32	-21.3	-19.5	-18.1
b1342	161	internal	False	-25.53	-23.6	-13.59	-12.75
b1342	202	internal	False	-35.61	-34.5	-27.28	-25.84
b1342	292	internal	False	-32.61	-31.4	-18.26	-17.6
b1342	318	internal	True	-29.12	-26.6	-20.0	-17.67
b1342	330	internal	True	-32.07	-29.7	-19.11	-17.6
b1342	385	internal	False	-30.17	-28.7	-19.52	-18.5
b1342	434	internal	False	-34.17	-33.5	-17.65	-16.14
b1342	445	internal	False	-31.74	-30.1	-18.87	-18.0
b1342	454	internal	False	-35.41	-34.4	-20.55	-19.4
b1342	588	internal	True	-28.84	-27.1	-17.7	-16.2
b1342	600	internal	True	-28.18	-26.2	-17.03	-15.42
b1342	616	internal	False	-29.23	-26.9	-20.49	-19.6
b1342	622	internal	False	-27.34	-25.2	-17.66	-15.8
b1342	654	internal	True	-28.34	-25.3	-18.06	-16.6
b1342	661	internal	False	-30.96	-28.0	-19.33	-18.1
b1342	678	internal	True	-30.04	-28.9	-20.8	-18.27
b1342	750	internal	True	-29.11	-27.6	-18.61	-16.7
b1342	757	internal	False	-27.84	-26.4	-17.15	-16.04
b1342	774	internal	True	-25.73	-23.9	-18.01	-16.0
b1342	807	internal	True	-18.49	-15.2	-11.56	-9.7
b1342	816	internal	True	-20.72	-19.1	-13.63	-12.1
b1342	822	internal	True	-21.36	-18.7	-14.53	-12.44
b1342	956	internal	False	-20.44	-17.6	-6.04	-3.9
b1342	974	internal	False	-22.64	-20.2	-12.38	-10.6
b4743	0	primary		-15.26	-13.0	-3.75	-0.6
b4743	93	internal	True	-16.19	-12.9	-13.1	-11.4
b4743	112	internal	False	-19.67	-17.2	-15.4	-14.6
b1343	22	internal	False	-21.53	-19.4	-20.13	-18.6
b1343	55	internal	False	-26.69	-24.9	-11.6	-10.3
b1343	75	internal	True	-38.0	-36.5	-20.33	-18.1
b1343	124	internal	False	-46.14	-44.4	-30.92	-30.1
b1343	196	internal	False	-28.35	-26.3	-23.89	-22.4
b1343	339	internal	True	-30.85	-29.7	-18.72	-17.92
b1343	361	internal	False	-36.4	-34.6	-24.77	-23.3
b1343	433	internal	False	-30.22	-28.2	-20.73	-19.27
b1343	453	internal	True	-29.11	-27.1	-19.38	-18.0
b1343	457	internal	False	-28.32	-26.6	-18.77	-18.0
b1343	471	internal	True	-30.41	-28.6	-17.87	-16.14
b1343	480	internal	True	-31.28	-29.2	-18.61	-17.17
b1343	493	internal	False	-30.74	-28.4	-20.79	-19.2
b1343	502	internal	False	-30.25	-28.2	-16.8	-15.0
b1343	505	internal	False	-30.69	-29.2	-21.3	-20.6
b1343	631	internal	False	-16.64	-13.3	-10.01	-7.8
b1343	661	internal	False	-17.45	-14.58	-16.12	-14.58
b1343	784	internal	False	-25.18	-23.1	-13.49	-11.34
b1343	895	internal	False	-27.94	-26.1	-15.17	-14.1
b1343	973	internal	False	-29.61	-27.3	-22.39	-20.5
b1343	1074	internal	True	-24.88	-22.6	-21.23	-19.9
b1343	1143	internal	True	-28.0	-26.4	-17.08	-16.4
b1343	1162	internal	False	-24.58	-22.2	-19.81	-18.0
b1343	1182	internal	True	-25.05	-23.1	-14.61	-12.9
b1343	1195	internal	False	-26.8	-24.4	-16.16	-15.1
b1343	1231	internal	False	-35.5	-33.2	-25.71	-23.5
b1343	1270	internal	False	-38.38	-37.1	-20.22	-18.2
b1343	1276	internal	False	-37.69	-35.9	-17.66	-16.2
b1343	1310	internal	False	-36.47	-34.4	-27.31	-26.3
b1344	0	primary		-9.23	-8.0	-3.52	-2.6
b1344	102	internal	True	-37.4	-36.6	-25.07	-23.8
b1344	126	internal	True	-37.14	-35.1	-19.24	-18.3
b1344	162	internal	True	-31.17	-29.3	-22.76	-21.8
b1344	483	internal	True	-23.41	-21.7	-14.68	-12.6
b1344	501	internal	True	-26.65	-25.3	-16.26	-15.55
b1344	510	internal	True	-21.91	-19.5	-17.23	-15.9
b1344	525	internal	True	-27.1	-24.8	-14.75	-13.34
b1344	532	internal	False	-30.87	-28.1	-18.26	-16.71
b1344	535	internal	False	-30.89	-28.1	-19.8	-18.94
b1344	601	internal	False	-24.78	-23.0	-18.03	-17.0
b1344	678	internal	True	-29.19	-25.7	-15.49	-13.2
b1344	723	internal	True	-30.59	-27.2	-23.0	-20.8
b1344	735	internal	True	-29.59	-26.9	-16.91	-13.6
b1344	742	internal	False	-29.09	-27.2	-19.17	-18.0
b1344	886	internal	False	-26.96	-25.9	-19.58	-18.88
b1344	901	internal	False	-24.94	-23.1	-15.88	-14.41
b1344	916	internal	False	-24.39	-22.5	-12.89	-10.7
b1345	0	primary		-15.34	-12.4	-9.18	-7.6
b1345	57	internal	True	-19.96	-17.6	-8.46	-7.1
b1345	74	internal	False	-17.47	-15.4	-11.05	-9.7
b1345	154	internal	False	-17.79	-15.3	-10.66	-8.84
b1345	219	internal	True	-25.26	-23.1	-11.05	-10.0
b1345	306	internal	True	-10.59	-9.0	-7.25	-5.6
b1345	406	internal	False	-14.89	-11.7	-12.69	-11.3
b1345	418	internal	False	-14.14	-11.2	-8.25	-6.6
b1345	622	internal	False	-11.38	-8.4	-9.35	-8.07
b1345	630	internal	True	-13.87	-12.0	-9.39	-7.62
b1345	724	internal	False	-25.63	-24.8	-15.55	-14.29
b1345	751	internal	False	-24.18	-21.3	-14.64	-12.85
b1345	780	internal	True	-28.22	-26.4	-8.54	-7.67
b1345	802	internal	False	-26.96	-24.6	-14.77	-13.0
b1345	954	internal	True	-22.02	-20.2	-8.23	-6.5
b1345	1021	internal	False	-28.35	-26.4	-14.74	-14.0
b1345	1134	internal	True	-31.21	-29.5	-21.93	-20.9
b1345	1141	internal	False	-24.15	-22.4	-15.3	-13.9
b1345	1155	internal	True	-20.07	-18.1	-12.46	-11.0
b1345	1162	internal	False	-20.96	-19.3	-11.96	-9.8
b1345	1176	internal	True	-22.59	-20.3	-14.83	-13.18
b1345	1186	internal	False	-25.55	-23.4	-18.19	-16.75
b1345	1191	internal	True	-26.61	-23.7	-21.37	-19.6
b1345	1212	internal	True	-22.72	-20.4	-11.38	-9.04
b1345	1219	internal	False	-22.88	-20.4	-9.97	-7.8
b1346	0	primary		-29.68	-26.9	-21.38	-20.2
b1346	19	internal	False	-26.78	-24.8	-21.53	-19.85
b1346	30	internal	True	-31.54	-29.4	-25.36	-24.14
b1346	48	internal	True	-29.79	-28.2	-15.34	-13.9
b1346	212	internal	False	-16.49	-12.5	-10.3	-8.0
b1347	0	primary		-17.91	-15.2	-11.86	-10.8
b1347	89	internal	False	-14.48	-12.6	-13.9	-12.6
b1347	99	internal	True	-15.44	-13.3	-6.13	-4.4
b1348	0	primary		-29.17	-26.3	-22.88	-22.2
b1348	7	internal	False	-18.72	-16.0	-11.97	-9.9
b1348	13	internal	False	-19.82	-17.1	-11.76	-9.5
b1348	23	internal	False	-21.86	-19.2	-16.78	-15.4
b1348	95	internal	False	-22.46	-20.6	-14.47	-13.2
b1348	115	internal	False	-17.43	-15.1	-8.54	-6.92
b1348	146	internal	False	-14.31	-11.8	-11.34	-9.85
b1348	175	internal	False	-16.11	-14.5	-7.75	-5.6
b1348	187	internal	False	-17.91	-15.2	-11.86	-10.8
b1349	0	primary		-15.26	-12.7	-11.07	-8.5
b1349	111	internal	True	-20.81	-17.9	-12.6	-10.9
b1349	147	internal	True	-19.88	-16.9	-6.91	-4.8
b1349	162	internal	True	-23.24	-20.5	-14.16	-12.65
b1349	222	internal	True	-24.85	-22.2	-13.65	-12.3
b1349	289	internal	False	-32.32	-30.8	-14.66	-12.9
b1349	369	internal	True	-28.22	-26.5	-15.29	-14.5
b1349	463	internal	False	-23.97	-22.2	-15.65	-14.6
